plate,position,well,Z-score R1: normalized_r1_ch1,Z-score R2: normalized_r2_ch1,Z-score R3: normalized_r3_ch1,GeneID,GeneSymbol,Median,Significance,Antibody
3,20,B08,-0.138,0.062,-0.586,NM_000848,GSTM2,-0.138,0,CLIP
2,38,D02,-2.029,-1.182,-0.576,wt,wt,-1.182,0,CLIP
11,42,D06,0.069,-0.812,-0.573,siControl,siControl,-0.573,0,CLIP
10,79,G07,0.019,-0.163,-0.567,NM_032429,LZTS2,-0.163,0,CLIP
1,18,B06,-0.172,-1.445,-0.557,NM_017996,DET1,-0.557,0,CLIP
1,34,C10,-0.495,-0.709,-0.557,NM_178508,MGC57858,-0.557,0,CLIP
9,26,C02,-0.334,-0.757,-0.548,wt,wt,-0.548,0,CLIP
2,69,F09,-1.916,-0.578,-0.545,NM_020674,CYP20A1,-0.578,0,CLIP
8,42,D06,-0.876,-0.584,-0.541,siControl,siControl,-0.584,0,CLIP
8,47,D11,-0.246,-0.513,-0.541,XM_378735,LOC400642,-0.513,0,CLIP
12,67,F07,-0.38,-0.301,-0.526,NM_152510,MGC26710,-0.38,0,CLIP
1,30,C06,0.028,-1.742,-0.523,NM_138332,C21ORF41,-0.523,0,CLIP
7,28,C04,-0.198,-0.87,-0.523,XM_379368,LOC401215,-0.523,0,CLIP
7,81,G09,-0.271,-0.424,-0.523,siControl,siControl,-0.424,0,CLIP
3,15,B03,-0.327,0.154,-0.519,NM_001005217,FRG2,-0.327,0,CLIP
9,77,G05,-0.776,-0.052,-0.513,NM_004211,SLC6A5,-0.513,0,CLIP
8,14,B02,NA,-0.872,-0.507,wt,wt,-0.6895,0,CLIP
8,70,F10,0.104,0.165,-0.507,NM_212556,ASB18,0.104,0,CLIP
10,81,G09,-0.316,-0.273,-0.497,siControl,siControl,-0.316,0,CLIP
11,32,C08,0.206,0.11,-0.491,XM_290615,DKFZP762F0713,0.11,0,CLIP
7,22,B10,-0.92,0.95,-0.49,XM_210906,LOC283166,-0.49,0,CLIP
1,32,C08,-0.435,-0.777,-0.488,NM_152730,C6ORF170,-0.488,0,CLIP
12,42,D06,-0.018,-0.976,-0.486,siControl,siControl,-0.486,0,CLIP
12,91,H07,-1.523,-0.893,-0.486,NM_030939,C6ORF62,-0.893,0,CLIP
3,53,E05,-0.201,-0.125,-0.486,NM_015459,DKFZP564J0863,-0.201,0,CLIP
12,6,A06,0.729,0.913,-0.486,XM_378832,LOC284661,0.729,0,CLIP
9,57,E09,-0.052,0.467,-0.478,NM_032358,MGC13183,-0.052,0,CLIP
1,2,A02,-1.116,-0.982,-0.454,wt,wt,-0.982,0,CLIP
1,88,H04,-0.288,0.456,-0.454,NM_207351,FLJ33674,-0.288,0,CLIP
3,64,F04,0.256,-1.19,-0.453,NM_007272,CTRC,-0.453,0,CLIP
3,71,F11,-0.454,-0.742,-0.453,NM_018477,ACTR10,-0.454,0,CLIP
9,59,E11,-0.479,-0.642,-0.443,NM_014705,DOCK4,-0.479,0,CLIP
8,26,C02,-0.574,-1.133,-0.44,wt,wt,-0.574,0,CLIP
2,46,D10,-1.805,-0.26,-0.425,NM_024323,MGC11271,-0.425,0,CLIP
7,57,E09,0.537,0.536,-0.423,XM_371470,LOC388907,0.536,0,CLIP
11,52,E04,-0.21,-0.339,-0.41,NM_145176,SLC2A12,-0.339,0,CLIP
12,74,G02,-1.315,-2.798,-0.407,wt,wt,-1.315,0,CLIP
12,32,C08,-0.719,-1.661,-0.407,wt,wt,-0.719,0,CLIP
12,29,C05,0.33,-0.732,-0.407,siControl,siControl,-0.407,0,CLIP
4,19,B07,0.523,-0.613,-0.402,XM_375316,LOC283887,-0.402,0,CLIP
5,41,D05,0.39,-0.033,-0.402,XM_087672,KIAA1935,-0.033,0,CLIP
4,27,C03,-0.274,0.936,-0.402,NM_153375,PLAC2,-0.274,0,CLIP
5,55,E07,-0.345,NA,-0.402,siControl,siControl,-0.3735,0,CLIP
2,43,D07,-1.879,-0.166,-0.395,NM_022898,BCL11B,-0.395,0,CLIP
6,55,E07,0.236,-0.16,-0.388,siControl,siControl,-0.16,0,CLIP
6,87,H03,-0.145,0.434,-0.388,NM_003128,SPTBN1,-0.145,0,CLIP
3,70,F10,0.167,-0.98,-0.387,NM_012332,ACATE2,-0.387,0,CLIP
3,18,B06,-0.65,0.967,-0.387,NM_030673,SEC13L1,-0.387,0,CLIP
3,28,C04,NA,0.995,-0.387,NM_021010,DEFA5,0.304,0,CLIP
8,2,A02,0.104,-0.373,-0.374,wt,wt,-0.373,0,CLIP
8,91,H07,-0.246,0.067,-0.374,XM_059468,MDH1B,-0.246,0,CLIP
12,18,B06,-0.454,-0.652,-0.367,NM_018347,C20ORF29,-0.454,0,CLIP
12,86,H02,-1.823,-0.187,-0.367,wt,wt,-0.367,0,CLIP
12,93,H09,-0.38,0.147,-0.367,wt,wt,-0.367,0,CLIP
12,62,F02,-0.491,0.183,-0.367,wt,wt,-0.367,0,CLIP
12,69,F09,-1.274,1.078,-0.367,wt,wt,-0.367,0,CLIP
3,39,D03,NA,-0.477,-0.354,NM_012382,OSRF,-0.4155,0,CLIP
9,50,E02,-0.37,-0.196,-0.339,wt,wt,-0.339,0,CLIP
2,2,A02,-0.227,-0.611,-0.335,wt,wt,-0.335,0,CLIP
11,47,D11,0,-0.853,-0.33,XM_375747,LOC400760,-0.33,0,CLIP
12,26,C02,-0.874,-1.226,-0.328,wt,wt,-0.874,0,CLIP
12,51,E03,-0.491,-0.652,-0.328,NM_018154,ASF1B,-0.491,0,CLIP
1,31,C07,0.811,-0.346,-0.317,XM_210022,GARNL1,-0.317,0,CLIP
5,30,C06,0.39,-0.301,-0.308,NM_002442,MSI1,-0.301,0,CLIP
4,39,D03,0.58,0.323,-0.308,XM_373575,LOC387946,0.323,0,CLIP
4,46,D10,NA,0.756,-0.308,XM_370865,LOC388122,0.224,0,CLIP
8,29,C05,-0.318,-0.799,-0.307,siControl,siControl,-0.318,0,CLIP
8,68,F08,-0.649,0.067,-0.307,siControl,siControl,-0.307,0,CLIP
8,72,F12,-0.762,0.486,-0.307,XM_372991,LOC391540,-0.307,0,CLIP
2,71,F11,0.676,0.168,-0.306,NM_020775,KIAA1324,0.168,0,CLIP
9,38,D02,-0.738,-0.232,-0.305,wt,wt,-0.305,0,CLIP
3,82,G10,0.774,-0.125,-0.289,NM_015575,TNRC15,-0.125,0,CLIP
12,92,H08,-0.913,-0.112,-0.289,wt,wt,-0.289,0,CLIP
3,51,E03,-0.015,0.184,-0.289,NM_018561,USP49,-0.015,0,CLIP
3,56,E08,-0.17,0.394,-0.289,NM_005386,NNAT,-0.17,0,CLIP
3,40,D04,0.046,0.599,-0.289,NM_012100,DNPEP,0.046,0,CLIP
9,68,F08,0.188,-0.453,-0.27,siControl,siControl,-0.27,0,CLIP
7,58,E10,0.229,-0.316,-0.257,NM_001001330,C10ORF74,-0.257,0,CLIP
7,76,G04,-0.42,-0.104,-0.257,NM_207469,UNQ827,-0.257,0,CLIP
3,94,H10,0.226,-0.708,-0.256,siControl,siControl,-0.256,0,CLIP
3,35,C11,0.374,-0.031,-0.256,NM_013292,HUMMLC2B,-0.031,0,CLIP
10,68,F08,-0.091,-0.236,-0.254,siControl,siControl,-0.236,0,CLIP
10,42,D06,0.091,-0.199,-0.254,siControl,siControl,-0.199,0,CLIP
6,78,G06,1.093,-0.936,-0.251,XM_371844,TSPYL1,-0.251,0,CLIP
11,14,B02,-0.139,-0.731,-0.251,wt,wt,-0.251,0,CLIP
11,94,H10,-0.834,-0.416,-0.251,siControl,siControl,-0.416,0,CLIP
1,58,E10,0.733,0.002,-0.249,NM_194295,DKFZP434I1020,0.002,0,CLIP
2,65,F05,-1.551,-0.709,-0.247,NM_020861,ZBTB2,-0.709,0,CLIP
5,68,F08,-0.974,-0.301,-0.245,siControl,siControl,-0.301,0,CLIP
5,69,F09,-0.974,0.259,-0.245,NM_017506,OR7A5,-0.245,0,CLIP
5,7,A07,0.904,0.817,-0.245,NM_003784,SERPINB7,0.817,0,CLIP
9,88,H04,-0.663,0.228,-0.236,NM_016355,DDX47,-0.236,0,CLIP
6,44,D08,-0.242,0.434,-0.217,NM_198274,SMYD1,-0.217,0,CLIP
6,57,E09,0.079,0.789,-0.217,NM_145231,C14ORF143,0.079,0,CLIP
1,79,G07,-0.8,0.775,-0.216,NM_178172,LOC338328,-0.216,0,CLIP
5,42,D06,0.152,-0.2,-0.214,siControl,siControl,-0.2,0,CLIP
5,81,G09,-0.377,-0.166,-0.214,siControl,siControl,-0.214,0,CLIP
12,16,B04,0.053,-0.732,-0.211,siControl,siControl,-0.211,0,CLIP
11,80,G08,-0.175,0.398,-0.211,NM_031463,LOC83693,-0.175,0,CLIP
2,9,A09,-0.351,0.745,-0.188,NM_024582,FATJ,-0.188,0,CLIP
10,69,F09,-0.203,-0.385,-0.185,NM_032590,FBXL10,-0.203,0,CLIP
6,2,A02,-0.68,-0.761,-0.183,wt,wt,-0.68,0,CLIP
6,28,C04,-0.145,0,-0.183,NM_024825,FLJ23447,-0.145,0,CLIP
1,10,A10,-0.406,-0.948,-0.182,NM_018268,FLJ10904,-0.406,0,CLIP
8,5,A05,0.797,0.132,-0.176,XM_372643,LOC390738,0.132,0,CLIP
11,60,E12,0.273,0.846,-0.172,NM_024331,C20ORF121,0.273,0,CLIP
9,91,H07,0.12,0.124,-0.168,NM_020637,FGF22,0.12,0,CLIP
9,78,G06,0.52,0.124,-0.168,NM_004727,SLC24A1,0.124,0,CLIP
7,96,H12,-0.235,-0.756,-0.16,XM_376725,LOC401433,-0.235,0,CLIP
7,42,D06,0.229,-0.035,-0.16,siControl,siControl,-0.035,0,CLIP
3,9,A09,-0.584,-0.093,-0.159,NM_006934,SLC6A9,-0.159,0,CLIP
5,22,B10,0.708,0.936,-0.153,NM_002532,NUP88,0.708,0,CLIP
4,45,D09,0.746,0.936,-0.153,XM_372486,LOC390377,0.746,0,CLIP
10,96,H12,0.128,-1.005,-0.151,NM_025149,FLJ20920,-0.151,0,CLIP
8,6,A06,-0.211,-0.27,-0.144,XM_370930,LOC388205,-0.211,0,CLIP
8,77,G05,-0.211,0.23,-0.144,XM_374917,LOC399937,-0.144,0,CLIP
8,55,E07,-0.069,0.23,-0.144,siControl,siControl,-0.069,0,CLIP
9,19,B07,-1.525,-0.16,-0.134,NM_024108,MGC2650,-0.16,0,CLIP
9,15,B03,-0.406,-0.16,-0.134,NM_024093,MGC5509,-0.16,0,CLIP
2,70,F10,-0.766,-0.105,-0.13,NM_020749,MTUS1,-0.13,0,CLIP
3,44,D08,0.196,0.771,-0.127,NM_013252,CLECSF5,0.196,0,CLIP
10,16,B04,-0.469,0.3,-0.117,siControl,siControl,-0.117,0,CLIP
10,39,D03,-0.586,0.74,-0.117,XM_370634,LOC387781,-0.117,0,CLIP
9,71,F11,-0.122,-0.088,-0.1,XM_371227,CROCC,-0.1,0,CLIP
9,16,B04,-0.087,0.124,-0.1,siControl,siControl,-0.087,0,CLIP
3,33,C09,-0.232,-0.575,-0.095,NM_005512,GARP,-0.232,0,CLIP
7,75,G03,0.367,0.306,-0.095,XM_372769,LOC391013,0.306,0,CLIP
4,44,D08,0.856,-0.404,-0.091,XM_378421,LOC400144,-0.091,0,CLIP
4,84,G12,0.495,0.418,-0.091,XM_297816,LOC343637,0.418,0,CLIP
5,59,E11,0.39,0.726,-0.091,NM_019599,TAS2R1,0.39,0,CLIP
5,17,B05,0.931,0.906,-0.091,NM_003610,RAE1,0.906,0,CLIP
8,52,E04,-0.318,0.262,-0.079,XM_378793,LOC400684,-0.079,0,CLIP
2,81,G09,-0.045,-0.578,-0.072,siControl,siControl,-0.072,0,CLIP
2,20,B08,-1.551,-0.105,-0.072,NM_024692,FLJ21069,-0.105,0,CLIP
2,34,C10,NA,0.661,-0.072,NM_194071,CREB3L2,0.2945,0,CLIP
9,14,B02,-0.227,-0.642,-0.067,wt,wt,-0.227,0,CLIP
5,29,C05,0.031,0.573,-0.061,siControl,siControl,0.031,0,CLIP
4,36,C12,0.691,0.995,-0.061,XM_378340,LOC400004,0.691,0,CLIP
12,77,G05,-0.719,-2.071,-0.057,NM_138284,IL17D,-0.719,0,CLIP
12,68,F08,-2.363,0.433,-0.057,siControl,siControl,-0.057,0,CLIP
6,29,C05,0.079,-0.032,-0.05,siControl,siControl,-0.032,0,CLIP
10,55,E07,0.411,0.018,-0.05,siControl,siControl,0.018,0,CLIP
2,29,C05,-2.029,-0.197,-0.043,siControl,siControl,-0.197,0,CLIP
9,55,E07,0.356,-0.16,-0.033,siControl,siControl,-0.033,0,CLIP
9,21,B09,-0.89,-0.088,-0.033,NM_152994,LOC129285,-0.088,0,CLIP
3,55,E07,0.167,0.482,-0.032,siControl,siControl,0.167,0,CLIP
7,54,E06,0.16,0.665,-0.031,XM_371418,LOC388830,0.16,0,CLIP
4,94,H10,0.352,0.098,-0.03,siControl,siControl,0.098,0,CLIP
1,93,H09,-1.181,-1.408,-0.016,XM_378951,LOC284628,-1.181,0,CLIP
6,76,G04,-1.103,-0.83,-0.016,NM_005656,TMPRSS2,-0.83,0,CLIP
1,11,A11,-0.114,0.337,-0.016,siControl,siControl,-0.016,0,CLIP
6,4,A04,-0.577,0.962,-0.016,NM_025047,FLJ22595,-0.016,0,CLIP
8,41,D05,0.923,0.198,-0.015,NM_199005,ZNF322B,0.198,0,CLIP
2,55,E07,0.045,0.197,-0.014,siControl,siControl,0.045,0,CLIP
2,80,G08,0.732,0.633,-0.014,NM_020177,FEM1C,0.633,0,CLIP
3,65,F05,0.49,-0.093,0,NM_002794,PSMB2,0,0,CLIP
9,51,E03,-0.334,0.054,0,NM_033257,DGCR6L,0,0,CLIP
3,30,C06,0.345,0.453,0,XM_031401,EGFL3,0.345,0,CLIP
5,48,D12,-0.313,0.542,0,NM_002030,FPRL2,0,0,CLIP
7,77,G05,-0.089,-0.035,0.001,NM_207472,FLJ46020,-0.035,0,CLIP
2,42,D06,-1.587,-0.291,0.014,siControl,siControl,-0.291,0,CLIP
1,29,C05,-0.028,-2.01,0.016,siControl,siControl,-0.028,0,CLIP
1,47,D11,0.085,-0.709,0.016,NM_153363,MGC42415,0.016,0,CLIP
10,53,E05,0.55,0.018,0.017,NM_138286,LOC148213,0.018,0,CLIP
12,15,B03,0.697,0.291,0.019,NM_022168,MDA5,0.291,0,CLIP
11,84,G12,0.888,0.642,0.023,NM_022834,WARP,0.642,0,CLIP
4,29,C05,-0.462,0.573,0.03,siControl,siControl,0.03,0,CLIP
3,29,C05,-0.422,0.031,0.032,siControl,siControl,0.031,0,CLIP
