GeneSymbol,MedianCLIP,MedianL243,selectedMedian
BRMS1L,0.272,0.754,0.754
BRODL,-0.815,-0.964,0.964
BRP44L,0.00849999999999998,0.778,0.778
BRPF3,0.4085,-0.1875,0.4085
BRRN1,1.8485,1.533,1.8485
BRS3,1.932,1.946,1.946
BRUNOL4,0.9279999999999999,0.1275,0.9279999999999999
BRUNOL5,-0.337,-0.511,0.511
BRUNOL6,-0.40549999999999997,-0.8305,0.8305
BSN,-0.253,-0.9395,0.9395
BSPRY,0.309,-0.188,0.309
BST1,0.448,0.402,0.448
BST2,0.683,1.7495,1.7495
BTBD1,-2.399,-1.8450000000000002,2.399
BTBD11,-1.233,-0.697,1.233
BTBD12,1.232,1.492,1.492
BTBD14A,-0.806,0.965,0.965
BTBD2,0.026,-0.9225,0.9225
BTBD3,-2.6345,-2.5484999999999998,2.6345
BTBD4,0,0.037,0.037
BTBD5,0.4295,0.4965,0.4965
BTBD6,-0.021,0.32,0.32
BTBD7,0.867,0.943,0.943
BTBD8,0.933,-0.031,0.933
BTBD9,0.345,0,0.345
BTC,1.2654999999999998,0.55,1.2654999999999998
BTLA,0.697,-0.62,0.697
BTN2A1,1.1804999999999999,0.012000000000000004,1.1804999999999999
BTN2A2,-0.9875,-0.21550000000000002,0.9875
BTN2A3,0.853,1.431,1.431
BTN3A1,-0.8205,-0.0010000000000000009,0.8205
BTN3A2,-0.1595,-0.185,0.185
BTN3A3,0.202,-0.77,0.77
BTNL2,1.049,1.633,1.633
BTNL3,-0.7725000000000001,0.5775,0.7725000000000001
BTNL8,-0.131,-0.022,0.131
BTNL9,0.619,0,0.619
BVES,-0.45999999999999996,-0.941,0.941
BXDC1,0.75,0.089,0.75
BXMAS2-10,1.116,1.191,1.191
BYSL,0.626,0.9909999999999999,0.9909999999999999
BZRPL1,-2.036,0.687,2.036
BZW1,0.9680000000000001,0.5505,0.9680000000000001
BZW2,0.1855,-0.7324999999999999,0.7324999999999999
C10ORF1,0.448,0.7010000000000001,0.7010000000000001
C10ORF10,1.0935,-1.0470000000000002,1.0935
C10ORF104,-1.063,-0.041,1.063
C10ORF107,-0.466,0.875,0.875
C10ORF11,-0.249,0.778,0.778
C10ORF110,-0.7515,-0.2275,0.7515
C10ORF111,0.468,1.32,1.32
C10ORF116,0.993,0.733,0.993
C10ORF117,-0.203,-2.117,2.117
C10ORF118,-0.8285,-0.9795,0.9795
C10ORF119,1.106,1.156,1.156
C10ORF12,0.6890000000000001,0.7535000000000001,0.7535000000000001
C10ORF125,1.6195,-0.5495,1.6195
C10ORF128,-0.406,0.316,0.406
C10ORF129,0.7,1.073,1.073
C10ORF13,-0.379,0.967,0.967
C10ORF137,0.807,-0.6615,0.807
C10ORF22,0.179,-0.711,0.711
C10ORF24,-1.607,0.395,1.607
C10ORF25,-0.288,-0.458,0.458
C10ORF26,-0.36650000000000005,0.5585,0.5585
C10ORF27,-0.411,-0.256,0.411
C10ORF28,1.001,-0.519,1.001
C10ORF3,0.992,0.19349999999999998,0.992
C10ORF30,-0.148,-0.289,0.289
C10ORF32,-0.74,0.485,0.74
C10ORF33,-1.921,0.646,1.921
C10ORF35,-0.165,-0.247,0.247
C10ORF38,-1.116,-3.192,3.192
C10ORF40,0.5845,0.321,0.5845
C10ORF42,0.415,1.338,1.338
C10ORF45,-0.452,0.372,0.452
C10ORF46,-0.898,-0.901,0.901
C10ORF47,-0.639,0.649,0.649
C10ORF48,-0.294,-0.289,0.294
C10ORF49,0.055,-0.625,0.625
C10ORF53,0.648,0.119,0.648
C10ORF55,0.108,0.696,0.696
C10ORF56,1.472,-0.432,1.472
C10ORF57,1.5675,-0.649,1.5675
C10ORF58,1.033,0.733,1.033
C10ORF59,1.172,-1.155,1.172
C10ORF6,0.067,-1.154,1.154
C10ORF61,0.872,0.066,0.872
C10ORF63,0.95,-0.618,0.95
C10ORF64,-0.609,-0.84,0.84
C10ORF65,-0.0024999999999999883,0.5725,0.5725
C10ORF67,0.051,-0.325,0.325
C10ORF68,0.359,1.874,1.874
C10ORF69,0.14,-1.109,1.109
C10ORF70,-1.1365,-1.2105000000000001,1.2105000000000001
C10ORF71,-0.573,0.391,0.573
C10ORF72,0.179,1.181,1.181
C10ORF73,0.438,-0.807,0.807
C10ORF74,-0.663,2.049,2.049
C10ORF75,0.479,-1.144,1.144
C10ORF76,-0.407,-0.229,0.407
C10ORF77,0.431,1.4,1.4
C10ORF78,0.128,-0.773,0.773
C10ORF79,3.017,2.25,3.017
C10ORF80,0.165,-0.813,0.813
C10ORF81,0.715,2.345,2.345
C10ORF82,-0.174,-0.683,0.683
C10ORF83,0.219,-1.869,1.869
C10ORF84,1.095,1.188,1.188
C10ORF86,0.1775,0.1475,0.1775
C10ORF87,0.929,1.34,1.34
C10ORF88,1.5,0.7869999999999999,1.5
C10ORF89,0.157,-0.629,0.629
C10ORF90,0.129,0.057,0.129
C10ORF91,0.046,-1.143,1.143
C10ORF92,1.8090000000000002,0.9850000000000001,1.8090000000000002
C10ORF93,-1.499,-0.631,1.499
C10ORF94,-0.852,-0.706,0.852
C10ORF95,-0.706,0,0.706
C10ORF97,0.757,-0.326,0.757
C10ORF99,1.081,0.01,1.081
C11ORF1,-0.13,-1.655,1.655
C11ORF11,-0.6669999999999999,-1.117,1.117
C11ORF15,-0.156,0.043,0.156
C11ORF16,-0.614,-0.271,0.614
C11ORF17,0.603,0.182,0.603
C11ORF2,0.128,-0.05500000000000002,0.128
C11ORF23,-0.14150000000000001,-0.3385,0.3385
C11ORF24,-1.4725,-0.3065,1.4725
C11ORF30,0.338,-0.571,0.571
C11ORF31,-1.229,-1.145,1.229
C11ORF33,-0.048999999999999995,-0.5235,0.5235
C11ORF34,0.053,-0.015,0.053
C11ORF4,-0.18000000000000002,-0.36450000000000005,0.36450000000000005
C11ORF5,-0.1295,0.329,0.329
C11ORF8,0.09600000000000002,1.351,1.351
C12ORF10,1.643,0.087,1.643
C12ORF14,-0.219,0.182,0.219
C12ORF2,-0.4855,1.3075,1.3075
C12ORF22,1.396,-0.916,1.396
C12ORF4,-0.179,-1.856,1.856
C12ORF5,-0.41,-0.352,0.41
C12ORF8,0.14500000000000002,-0.6885,0.6885
C13ORF1,0.422,0.574,0.574
C13ORF10,-0.362,0.422,0.422
C13ORF11,0.29100000000000004,-1.484,1.484
C13ORF17,0.833,0.05149999999999999,0.833
C13ORF18,-0.864,-0.587,0.864
C13ORF23,3.112,-0.191,3.112
C13ORF24,-1.3159999999999998,-0.3605,1.3159999999999998
C13ORF25,1.102,0.052,1.102
C13ORF6,-0.784,0.429,0.784
C13ORF7,1.224,0.249,1.224
C13ORF8,0.758,0.191,0.758
C13ORF9,1.5899999999999999,2.4555,2.4555
C14ORF1,-1.6415000000000002,-0.7015,1.6415000000000002
C14ORF10,0.474,0.49449999999999994,0.49449999999999994
C14ORF100,-0.929,-1.314,1.314
C14ORF101,-0.3975000000000001,1.181,1.181
C14ORF102,0.298,0.994,0.994
C14ORF103,1.3105,0.2275,1.3105
C14ORF104,-0.6955,-2.11,2.11
C14ORF105,-1.4049999999999998,0.17600000000000002,1.4049999999999998
C14ORF106,1.8,0.3245,1.8
C14ORF108,-0.05900000000000005,-1.787,1.787
C14ORF109,0.0020000000000000018,-0.572,0.572
C14ORF11,-1.2755,-0.255,1.2755
C14ORF111,0.922,1.5125,1.5125
C14ORF112,1.082,1.3054999999999999,1.3054999999999999
C14ORF114,0.568,-1.0145,1.0145
C14ORF115,0.5355,1.8079999999999998,1.8079999999999998
C14ORF116,0.07299999999999998,-0.5555,0.5555
C14ORF118,0.047,0.8565,0.8565
C14ORF119,0.0010000000000000009,-1.4745,1.4745
C14ORF120,0.812,0.869,0.869
C14ORF122,-0.26,-1.4365,1.4365
C14ORF123,-1.2265000000000001,-0.506,1.2265000000000001
C14ORF124,-0.284,0.482,0.482
C14ORF125,-0.6695,-0.9025000000000001,0.9025000000000001
C14ORF126,0.085,-0.461,0.461
C14ORF127,0.072,-1.139,1.139
C14ORF129,0.138,1.562,1.562
C14ORF130,1,-0.535,1
C14ORF131,0.881,0.32599999999999996,0.881
C14ORF132,-0.509,-0.744,0.744
C14ORF133,1.366,-0.047,1.366
C14ORF135,-0.117,1.313,1.313
C14ORF136,0.377,0.241,0.377
C14ORF138,-1.096,-0.116,1.096
C14ORF139,-0.217,0.268,0.268
C14ORF140,0.297,1.107,1.107
C14ORF143,-0.324,2.528,2.528
C14ORF147,-1.323,-1.539,1.539
C14ORF148,-0.169,-0.916,0.916
C14ORF149,-0.123,-0.242,0.242
C14ORF150,0.103,1.222,1.222
C14orf151,0.052,-0.103,0.103
C14ORF152,0.127,0.659,0.659
C14ORF153,0.051,0.747,0.747
C14ORF154,-0.595,1.15,1.15
C14ORF155,0.08,1.318,1.318
C14ORF156,-0.214,0.815,0.815
C14ORF159,0.666,0.257,0.666
C14ORF160,-0.159,1.428,1.428
C14ORF161,0.927,1.041,1.041
C14ORF162,-0.737,-1.165,1.165
C14ORF166,0.9735,-0.7095,0.9735
C14ORF168,0.248,-1.458,1.458
C14ORF169,-0.777,-0.681,0.777
C14ORF171,-0.696,-1.501,1.501
C14ORF2,-0.1765,-0.56,0.56
C14ORF21,0.576,1.76,1.76
C14ORF24,2.14,1.105,2.14
C14ORF25,0.319,-0.473,0.473
C14ORF27,-1.261,0.123,1.261
C14ORF28,-1.017,-1.497,1.497
C14ORF29,0.309,-0.73,0.73
C14ORF31,-0.36,0.12,0.36
C14ORF32,-0.46399999999999997,0.46649999999999997,0.46649999999999997
C14ORF35,-0.856,-0.238,0.856
C14ORF37,1.681,-0.406,1.681
C14ORF39,0.213,-0.226,0.226
C14ORF4,0.093,0.762,0.762
C14ORF42,-0.042,-0.538,0.538
C14ORF43,0.213,0.442,0.442
C14ORF44,1.058,0.218,1.058
C14ORF45,-0.95,1.532,1.532
C14ORF46,0.778,1.258,1.258
C14ORF48,1.92,-0.019,1.92
C14ORF49,0,1.254,1.254
C14ORF50,-0.442,-0.419,0.442
C14ORF54,-1.13,-0.538,1.13
C14ORF58,-0.224,-0.366,0.366
C14ORF6,0.666,0.242,0.666
C14ORF65,-0.888,0.253,0.888
C14ORF66,0.065,0.25,0.25
C14ORF68,2.313,1.826,2.313
C14ORF72,0.918,-1.534,1.534
C14ORF73,0.061,-1.9915,1.9915
C14ORF78,-0.582,1.033,1.033
C14ORF79,-0.707,-0.072,0.707
C14ORF8,0.271,-0.149,0.271
C14ORF80,0.87,0.866,0.87
C14ORF81,-0.157,-0.609,0.609
C14ORF86,-1.146,-1.177,1.177
C14ORF87,1.158,-0.369,1.158
C14ORF9,-0.854,-0.599,0.854
C14ORF92,0.35550000000000004,0.177,0.35550000000000004
C14ORF93,1.0675,-0.3255000000000001,1.0675
C14ORF94,0.47350000000000003,1.2469999999999999,1.2469999999999999
C15ORF12,-0.047500000000000014,0.861,0.861
C15ORF15,-0.268,2.618,2.618
C15ORF16,1.389,3.522,3.522
C15ORF17,0.056,-0.328,0.328
C15ORF2,0.8245,-0.8694999999999999,0.8694999999999999
C15ORF20,0.021,-0.853,0.853
C15ORF21,0.511,0.307,0.511
C15ORF24,0.8865000000000001,0.6735,0.8865000000000001
C15ORF5,0.79,-0.916,0.916
C16ORF23,-1.411,-0.8925,1.411
C16ORF3,1.3205,0.9420000000000001,1.3205
C16ORF33,-1.155,-0.508,1.155
C16ORF34,-0.305,0.559,0.559
C16ORF35,-0.01799999999999996,-0.7925,0.7925
C16ORF40,-0.922,-1.576,1.576
C16ORF44,-0.002,-0.02,0.02
C16ORF5,-0.018500000000000003,0.0925,0.0925
C17ORF27,0.633,0.654,0.654
C17ORF28,-0.589,-0.596,0.596
C17ORF31,-0.0165,-0.451,0.451
C17ORF35,0.106,0,0.106
C17ORF37,0.016,-0.39849999999999997,0.39849999999999997
C17ORF38,0.723,1.432,1.432
C17ORF39,0.209,0.137,0.209
C18B11,-2.2735,-1.3615,2.2735
C18ORF1,0.9515,-0.13099999999999998,0.9515
C18ORF10,0.9249999999999999,-0.05349999999999999,0.9249999999999999
C18ORF11,1.16,-0.38,1.16
C18ORF14,-0.777,-1.478,1.478
C18ORF16,-0.787,-0.163,0.787
C18ORF17,-0.213,-0.904,0.904
C18ORF19,-0.429,-0.134,0.429
C18ORF2,-0.39699999999999996,-1.1515,1.1515
C18ORF20,-0.872,-1.383,1.383
C18ORF21,0.249,0.528,0.528
C18ORF22,-0.053,2.049,2.049
C18ORF23,0.05,-0.727,0.727
C18ORF24,0.335,0.064,0.335
C18ORF25,0.078,0.081,0.081
C18ORF26,-0.092,-1.396,1.396
C18ORF30,-0.468,-1.155,1.155
C18ORF34,1.4,1.799,1.799
C18ORF37,-1.352,0.57,1.352
C18ORF4,1.397,1.073,1.397
C18ORF43,-0.3165,0.7085,0.7085
C18ORF9,-0.895,0.241,0.895
C19ORF10,-0.118,0.252,0.252
C19ORF12,-0.49,-0.315,0.49
C19ORF13,-0.76,2.1375,2.1375
C19ORF15,0.061,0.531,0.531
C19ORF18,-0.02,0.108,0.108
C19ORF19,-0.728,0.045,0.728
C19ORF2,-1.499,-0.0665,1.499
C19ORF20,0.58,-0.218,0.58
C19ORF21,0.865,0.4225,0.865
C19ORF22,0.229,-0.395,0.395
C19ORF23,-0.674,-0.421,0.674
C19ORF24,0.26749999999999996,-2.5970000000000004,2.5970000000000004
C19ORF25,0.689,-0.747,0.747
C19ORF26,-1.405,-0.668,1.405
C19ORF27,-0.523,0.496,0.523
C19ORF28,0.375,-0.547,0.547
C19ORF29,2.6425,2.628,2.6425
C19ORF30,-1.002,-0.482,1.002
C19ORF32,-0.84,-3.377,3.377
C19ORF33,-0.259,1.089,1.089
C19ORF4,0.156,-0.683,0.683
C19ORF6,-0.341,-0.014,0.341
C19ORF7,0.3085,-0.0685,0.3085
C1D,-1.126,-0.2475,1.126
C1GALT1,-0.111,1.12,1.12
C1GALT2,-0.8705,-0.16349999999999998,0.8705
C1ORF10,0.905,-0.044,0.905
C1ORF14,-0.081,-0.698,0.698
C1ORF16,0.39,0.038500000000000006,0.39
C1orf164,-0.3725,-0.2315,0.3725
C1ORF17,0.442,-0.44450000000000006,0.44450000000000006
C1ORF19,1.756,1.353,1.756
C1ORF21,0.961,-0.877,0.961
C1ORF24,1.294,0.735,1.294
C1ORF25,-0.984,-0.619,0.984
C1ORF26,0.5515,0.5285,0.5515
C1ORF27,-0.7685,0.063,0.7685
C1ORF29,0.4315,-0.6105,0.6105
C1ORF32,-0.692,-0.421,0.692
C1ORF33,-0.3005,-0.2895,0.3005
C1ORF34,2.1525,1.228,2.1525
C1ORF35,-1.263,-0.014,1.263
C1ORF36,0.9405,1.045,1.045
C1ORF37,0.258,-0.389,0.389
C1ORF38,-0.012999999999999984,0.4965,0.4965
C1ORF40,-0.801,0.135,0.801
C1ORF6,2.1445,4.451499999999999,4.451499999999999
C1ORF8,-1.1045,-1.1135000000000002,1.1135000000000002
C1ORF9,0.8935,-0.47050000000000003,0.8935
C1QBP,0.05399999999999999,0.577,0.577
C1QDC1,-0.089,-0.908,0.908
C1QL1,-0.853,0.38249999999999995,0.853
C1QL2,-0.7365,0.0575,0.7365
C1QTNF1,0.251,1.471,1.471
C1QTNF2,-1.387,-0.127,1.387
C1QTNF3,-0.106,0.126,0.126
C1QTNF4,0.585,0.06,0.585
C1QTNF5,0.015,-0.152,0.152
C1QTNF6,0.956,0.642,0.956
C1QTNF7,-1,-0.592,1
C1QTNF8,1.363,-0.182,1.363
C1RL,-1.1235,0.025499999999999967,1.1235
C20ORF10,3.7745,0.1895,3.7745
C20ORF100,1.146,0.857,1.146
C20ORF102,-0.025,0,0.025
C20ORF104,1.221,0.49,1.221
C20ORF106,0.42,-1.463,1.463
C20ORF108,-0.2,-0.25,0.25
C20ORF11,-0.10850000000000001,-0.2525,0.2525
C20ORF111,0.137,0.954,0.954
C20ORF112,0.707,0.881,0.881
C20ORF114,-0.031,0.721,0.721
C20ORF116,-0.046,1.003,1.003
C20ORF12,0.888,0.883,0.888
C20ORF121,2.362,2.575,2.575
C20ORF126,0.738,1.405,1.405
C20ORF128,-0.133,-2.067,2.067
C20ORF129,-0.371,-0.239,0.371
C20ORF13,0.737,0.6255000000000001,0.737
C20ORF132,1.08,0.392,1.08
C20ORF133,-0.101,-0.57,0.57
C20ORF135,0.146,-2.154,2.154
C20ORF136,0.407,-0.051,0.407
C20ORF139,0.09,0.158,0.158
C20ORF14,-1.123,2.248,2.248
C20ORF140,-0.387,-0.317,0.387
C20ORF141,0.653,0.632,0.653
C20ORF142,0.297,0.197,0.297
C20ORF144,0.344,-1.019,1.019
C20ORF149,-0.332,0.212,0.332
C20ORF151,0.189,0.469,0.469
C20ORF152,-0.074,-0.321,0.321
C20ORF155,-0.4185,0.3665,0.4185
C20ORF158,-1.188,-1.907,1.907
C20ORF160,0.685,-0.43,0.685
C20ORF161,-0.654,0.347,0.654
C20ORF165,0.187,0.632,0.632
C20ORF166,0.7260000000000001,-0.4265,0.7260000000000001
C20ORF17,1.07,0.708,1.07
C20ORF172,-0.499,-0.459,0.499
C20ORF173,-0.004,0.535,0.535
C20ORF174,0.429,-1.0635,1.0635
C20ORF175,-0.078,-0.581,0.581
C20ORF177,0.55,-0.028,0.55
C20ORF178,1.031,0.12,1.031
C20ORF179,-0.222,0.598,0.598
C20ORF185,-0.25,1.012,1.012
C20orf186,0.384,0.135,0.384
C20ORF19,-0.8775,-0.16400000000000003,0.8775
C20ORF194,-0.20900000000000002,0.4055,0.4055
C20ORF20,1.649,0.516,1.649
C20ORF22,1.7690000000000001,0.98,1.7690000000000001
C20ORF24,1.7610000000000001,0.8094999999999999,1.7610000000000001
C20ORF26,1.8965,0.1225,1.8965
C20ORF27,0.195,-0.038,0.195
C20ORF29,-2.2489999999999997,2.911,2.911
C20ORF3,0.08,0.983,0.983
C20ORF30,-0.2405,1.4405000000000001,1.4405000000000001
C20ORF32,0.298,1.188,1.188
C20ORF35,-0.844,-0.181,0.844
C20ORF36,-1.3025,-1.003,1.3025
C20ORF38,-0.1835,-0.8634999999999999,0.8634999999999999
C20ORF39,0.959,1.169,1.169
C20ORF4,0.5740000000000001,-0.113,0.5740000000000001
C20ORF40,0.568,0.396,0.568
C20ORF42,1.9994999999999998,0.5485,1.9994999999999998
C20ORF43,0.217,0.9724999999999999,0.9724999999999999
C20ORF45,0.779,2.802,2.802
C20ORF50,0.353,0.661,0.661
C20ORF51,-0.182,-1.34,1.34
C20ORF52,-0.214,-0.36,0.36
C20ORF53,-0.362,-1.244,1.244
C20ORF54,-0.325,0.239,0.325
C20ORF55,0.072,-0.699,0.699
C20ORF58,0.249,-0.441,0.441
C20ORF59,0.567,1.349,1.349
C20ORF6,1.29,1.9375,1.9375
C20ORF65,-0.152,0.954,0.954
C20ORF67,1.575,0.221,1.575
C20ORF7,-1.184,0.528,1.184
C20ORF70,-0.545,0.393,0.545
C20ORF71,0.973,0.192,0.973
C20ORF72,-0.526,-0.359,0.526
C20ORF75,-1.264,-0.15,1.264
C20ORF77,-1.088,-0.3135,1.088
C20ORF79,1.9135,1.096,1.9135
C20ORF81,0.374,-0.323,0.374
C20ORF82,-0.466,0,0.466
C20ORF85,-0.712,0,0.712
C20ORF86,0.562,-0.909,0.909
C20ORF9,-0.8705,-1.8725,1.8725
C20ORF96,0.6095,0.7955,0.7955
C20ORF98,-0.532,-0.798,0.798
C20ORF99,0.041,0.499,0.499
C21ORF100,-0.361,0.757,0.757
C21ORF106,-0.32,0.352,0.352
C21ORF119,0,0.039,0.039
C21ORF121,0.771,-0.445,0.771
C21ORF123,-0.396,0.304,0.396
C21ORF124,0.257,-0.134,0.257
C21ORF125,0.612,0.543,0.612
C21ORF127,-0.041000000000000036,1.016,1.016
C21ORF128,1.748,1.657,1.748
C21ORF129,2.625,2.137,2.625
C21ORF13,0.373,-0.812,0.812
C21ORF130,-1.319,-1.333,1.333
C21ORF18,0.03749999999999998,1.4035000000000002,1.4035000000000002
C21ORF2,-0.545,-0.4355,0.545
C21ORF25,1.2965,1.5234999999999999,1.5234999999999999
C21ORF29,0.04400000000000004,0.136,0.136
C21ORF30,-0.4715,1.3399999999999999,1.3399999999999999
C21ORF33,-0.1115,-0.7749999999999999,0.7749999999999999
C21ORF37,0.705,-0.169,0.705
C21ORF4,-1.0255,-0.734,1.0255
C21ORF41,0.8605,2.0115,2.0115
C21ORF42,-1.2555,-0.254,1.2555
C21ORF45,0.1475,-0.25,0.25
C21ORF49,-1.0804999999999998,-1.3065,1.3065
C21ORF5,-1.429,-0.969,1.429
C21ORF51,-0.697,-0.382,0.697
C21ORF54,0.78,-0.048,0.78
C21ORF55,-0.5085,0.504,0.5085
C21ORF56,1.268,1.747,1.747
C21ORF57,-0.7204999999999999,-0.3355,0.7204999999999999
C21ORF58,1.1535,2.4050000000000002,2.4050000000000002
C21ORF59,-0.5335000000000001,-0.8554999999999999,0.8554999999999999
C21ORF6,1.8064999999999998,-0.7190000000000001,1.8064999999999998
C21ORF61,0.43,-1.359,1.359
C21ORF62,-0.356,0.316,0.356
C21ORF63,-0.659,-1.143,1.143
C21ORF66,-0.829,0.565,0.829
C21ORF67,-1.58,-0.505,1.58
C21ORF69,-0.69,0.921,0.921
C21ORF7,0.065,0.736,0.736
C21ORF70,0.401,-0.74,0.74
C21ORF74,-0.0885,0.5155000000000001,0.5155000000000001
C21ORF77,-0.015499999999999986,0.2185,0.2185
C21ORF81,-1.192,-0.322,1.192
C21ORF82,-0.042,0.111,0.111
C21ORF84,0.862,-0.468,0.862
C21ORF86,0.339,0.44,0.44
C21ORF88,1.088,-0.919,1.088
C21ORF90,0.723,1.212,1.212
C21ORF91,0.6955,-0.216,0.6955
C21ORF93,-0.52,0.647,0.647
C21ORF94,0.36,0.82,0.82
C21ORF96,2.752,1.994,2.752
C21ORF97,-0.819,0.359,0.819
C21ORF99,0.548,-0.114,0.548
C22ORF1,0.737,-0.051000000000000004,0.737
C22ORF11,1.33,1.7795,1.7795
C22ORF13,-0.074,-1.404,1.404
C22ORF14,0.269,1.234,1.234
C22ORF16,2.759,2.343,2.759
C22ORF18,1.281,0.43,1.281
C22ORF19,1.69,0.8514999999999999,1.69
C22ORF2,0.29050000000000004,0.6105,0.6105
C22ORF20,-0.626,-0.832,0.832
C22ORF23,-1.63,2.582,2.582
C22ORF3,1.0505,0.28,1.0505
C22ORF4,0.5635,1.271,1.271
C22ORF5,-0.629,-0.572,0.629
C22ORF8,-0.3815,0.448,0.448
C22ORF9,0.87,0.9005,0.9005
C2F,0.266,1.979,1.979
C2GNT3,-0.586,0.062,0.586
C2ORF11,-0.281,-0.804,0.804
C2ORF13,-0.487,0.706,0.706
C2ORF15,-0.739,-0.573,0.739
C2ORF16,0.311,2.273,2.273
C2ORF17,-1.365,-1.632,1.632
C2ORF18,-1.439,-0.4335,1.439
C2ORF21,0.707,2.208,2.208
C2ORF22,-0.851,-0.896,0.896
C2ORF23,-0.129,-0.547,0.547
C2ORF24,1.081,-0.659,1.081
C2ORF25,-0.6175,-1.087,1.087
C2ORF26,1.535,1.473,1.535
C2ORF27,-1.1995,-1.67,1.67
C2ORF29,0.1835,1.2675,1.2675
C2ORF3,-0.098,-0.8285,0.8285
C2ORF30,0.362,0.94,0.94
C2ORF32,1.1715,-0.41000000000000003,1.1715
C2ORF4,-1.04,-0.5105000000000001,1.04
C2ORF7,-0.188,0.781,0.781
C3,-0.298,-0.142,0.298
C3AR1,-0.544,-1.019,1.019
C3F,-0.365,1.0325,1.0325
C3ORF1,-0.8385,-0.298,0.8385
C3ORF10,-0.654,0.4645,0.654
C3ORF4,1.1,-0.246,1.1
C3ORF6,-1.102,0.385,1.102
C4.4A,-1.2565,-0.605,1.2565
C4B,-0.634,-1.239,1.239
C4BPA,0.5349999999999999,-0.441,0.5349999999999999
C4BPB,0.156,1.52,1.52
C4ORF11,2.217,1.367,2.217
C4ORF14,0.36,-0.549,0.549
C4ORF15,0.151,-0.922,0.922
C4ORF6,0.35100000000000003,-0.9145,0.9145
C4ORF7,0.364,1.4480000000000002,1.4480000000000002
C4ORF8,0.4465,0.38549999999999995,0.4465
C4ORF9,0.7745,0.7755000000000001,0.7755000000000001
C5,-0.56,0.256,0.56
C5ORF11,0.746,0.801,0.801
C5ORF12,-0.952,-0.765,0.952
C5ORF13,1.332,1.746,1.746
C5ORF14,2.206,0.883,2.206
C5ORF15,2.085,4.521,4.521
C5ORF16,-0.49400000000000005,-1.049,1.049
C5ORF17,0.553,-0.353,0.553
C5orf18,-1.5685,-1.606,1.606
C5ORF19,-0.733,0.29600000000000004,0.733
C5ORF3,-0.8855000000000001,-0.203,0.8855000000000001
C5ORF4,0.166,0.003500000000000003,0.166
C5ORF5,0.7935,-1.568,1.568
C5ORF6,-0.758,0.9325000000000001,0.9325000000000001
C5R1,0.053,-0.104,0.104
C6ORF10,0.8635,0.08549999999999999,0.8635
C6ORF102,-0.03,-0.559,0.559
C6ORF105,-0.229,1.123,1.123
C6ORF106,0.271,0,0.271
C6ORF107,0.357,-0.8260000000000001,0.8260000000000001
C6ORF109,-0.9375,-0.9305,0.9375
C6ORF110,-0.08450000000000002,-0.437,0.437
C6ORF111,0.8175,1.1555,1.1555
C6ORF113,0.799,0,0.799
C6ORF114,-0.061,0.396,0.396
C6ORF115,0.302,-0.472,0.472
C6ORF117,0.35400000000000004,0.674,0.674
C6ORF118,-0.967,-0.013,0.967
C6ORF119,-0.547,-0.803,0.803
C6ORF12,-0.404,0.088,0.404
C6ORF122,0,-0.07,0.07
C6ORF123,-0.2625,0.06200000000000001,0.2625
C6ORF125,-0.17,0.389,0.389
C6ORF128,-0.718,-0.395,0.718
C6ORF129,1.168,-0.401,1.168
C6ORF130,0.387,-1.268,1.268
C6ORF134,-0.256,-1.083,1.083
C6ORF136,1.782,-0.368,1.782
C6ORF139,-0.799,0.448,0.799
C6ORF141,0,0.096,0.096
C6ORF142,0.913,0.313,0.913
C6ORF143,-1.803,-0.749,1.803
C6ORF145,0.663,0.206,0.663
C6ORF146,2.043,-0.658,2.043
C6ORF148,0.846,0.353,0.846
C6ORF149,0.005500000000000005,-0.8625,0.8625
C6ORF15,2.157,-0.188,2.157
C6ORF150,0.362,0.93,0.93
C6ORF151,2.936,0.937,2.936
C6ORF152,-0.76,-0.123,0.76
C6ORF153,0.9199999999999999,0.21150000000000002,0.9199999999999999
C6ORF154,0.014,-0.837,0.837
C6ORF155,-0.483,0.022,0.483
C6ORF157,1.026,1.161,1.161
C6ORF158,-0.635,-0.373,0.635
C6ORF159,-0.308,1.24,1.24
C6ORF162,0.013,-0.852,0.852
C6ORF163,-1.201,-0.203,1.201
C6ORF165,0.9,0.811,0.9
C6ORF166,-1.8115,-1.2325,1.8115
C6ORF167,0.811,1.031,1.031
C6ORF168,-2.361,-0.199,2.361
C6ORF170,0.025,-2.076,2.076
C6ORF175,-0.447,0.128,0.447
C6ORF18,-0.477,-0.29100000000000004,0.477
C6ORF182,0.1205,1.47,1.47
C6ORF184,0.08599999999999997,0.9315,0.9315
C6ORF185,-0.503,-0.475,0.503
C6ORF188,1.112,0.157,1.112
C6orf190,1.838,0.846,1.838
C6ORF191,1.14,-0.133,1.14
C6ORF192,1.669,-0.115,1.669
C6ORF194,0.97,-0.982,0.982
C6ORF195,0.85,1.405,1.405
C6ORF197,0.026,-0.749,0.749
C6ORF198,0.506,0.258,0.506
C6ORF201,0.279,1.187,1.187
C6ORF203,1.067,-0.26949999999999996,1.067
C6ORF204,-0.78,1.093,1.093
C6ORF205,1.195,0,1.195
C6ORF206,0.593,0.195,0.593
C6ORF208,0.323,-0.42,0.42
C6ORF209,0.496,-0.0050000000000000044,0.496
C6ORF21,0.443,0.85,0.85
C6ORF211,0.258,1.934,1.934
