GeneSymbol,MedianCLIP,MedianL243,selectedMedian
TIMM22,0.6495,-0.05449999999999999,0.6495
TIMM23,0.597,1.598,1.598
TIMM44,3.4705000000000004,0.7825,3.4705000000000004
TIMM8B,0.4845,0.634,0.634
TIMM9,0.1865,-0.4955,0.4955
TINAG,-0.071,-0.272,0.272
TIP120A,-0.026999999999999996,-0.0050000000000000044,0.026999999999999996
TIP120B,-0.17350000000000002,0.527,0.527
TIP39,0.315,0.585,0.585
TIRP,1.678,0.15,1.678
TIZ,0.417,-1.051,1.051
TJP3,-1.237,-1.5230000000000001,1.5230000000000001
TJP4,-0.178,1.512,1.512
TLL2,2.075,3.2640000000000002,3.2640000000000002
TLN1,0.7095,-0.307,0.7095
TLN2,-0.047,0.5135,0.5135
TLOC1,1.2455,0.74,1.2455
TLP,-0.773,-0.461,0.773
TLP19,2.5095,-0.44249999999999995,2.5095
TLT4,-0.2015,-1.355,1.355
TLX3,0.7875,-0.311,0.7875
TM4-B,0.47,-1.6695,1.6695
TM4SF10,0.297,-0.557,0.557
TM4SF11,-0.12900000000000003,-0.4785,0.4785
TM4SF12,-1.1084999999999998,-0.007,1.1084999999999998
TM4SF13,-1.824,-0.7295,1.824
TM4SF3,0.8385,0.487,0.8385
TM4SF5,0.371,-0.5405,0.5405
TM4SF6,0.4475,-0.835,0.835
TM4SF7,-0.647,1.588,1.588
TM4SF8,-0.403,-0.172,0.403
TM4SF9,0.474,0.3565,0.474
TM6SF1,-0.8580000000000001,0.1125,0.8580000000000001
TM6SF2,2.48,2.137,2.48
TM7SF1,-0.018000000000000002,-1.001,1.001
TM7SF3,-1.871,-0.5655,1.871
TM9SF1,0.08250000000000002,0.1815,0.1815
TM9SF2,-0.43,0.18,0.43
TM9SF4,-1.008,1.161,1.161
TMC2,0.145,-0.221,0.221
TMC3,-0.16199999999999998,0.653,0.653
TMC4,0.453,0.326,0.453
TMC5,-0.16,-0.011,0.16
TMC7,-0.007,-1.139,1.139
TMEFF1,-0.30100000000000005,-1.0365,1.0365
TMEFF2,0.4635,1.698,1.698
TMEM1,-0.46900000000000003,-0.3,0.46900000000000003
TMEM10,-0.887,-1.357,1.357
TMEM14A,2.1745,-0.471,2.1745
TMEM14B,0.121,-1.41,1.41
TMEM14C,0.45399999999999996,2.0780000000000003,2.0780000000000003
TMEM15,-0.369,0.899,0.899
TMEM16A,-0.1495,-1.0785,1.0785
TMEM16B,-0.277,-0.634,0.634
TMEM16C,-0.48,-1.009,1.009
TMEM16D,-1.193,-0.34,1.193
TMEM16E,-0.676,-0.203,0.676
TMEM16F,0.661,-0.364,0.661
TMEM17,-0.42,-0.027,0.42
TMEM18,-0.939,-1.019,1.019
TMEM19,-0.6174999999999999,-0.095,0.6174999999999999
TMEM2,-0.4965,-0.0975,0.4965
TMEM20,-0.545,-1.103,1.103
TMEM21A,0.305,-0.272,0.305
TMEM22,0.933,-0.024,0.933
TMEM23,1.051,2.127,2.127
TMEM24,0.835,-0.507,0.835
TMEM26,0.031,0.028,0.031
TMEM27,0.173,0,0.173
TMEM28,0.556,1.798,1.798
TMEM29,1.786,2.2024999999999997,2.2024999999999997
TMEM30A,-1.099,-0.87,1.099
TMEM30B,-0.548,-0.063,0.548
TMEM31,-0.735,-0.357,0.735
TMEM33,0.458,1.42,1.42
TMEM7,0.485,-1.793,1.793
TMEM8,-0.362,0,0.362
TMEM9,0.249,-0.435,0.435
TMEPAI,-0.412,0.86,0.86
TMG3,0.0245,-1.23,1.23
TMG4,-0.118,0.241,0.241
TMIE,-0.27,-0.141,0.27
TMLHE,0.451,-0.22399999999999998,0.451
TMOD1,-0.8085,-0.08750000000000002,0.8085
TMOD2,0.5915,2.205,2.205
TMOD3,0.1985,0.6655,0.6655
TMOD4,-0.7895000000000001,0.276,0.7895000000000001
TMPIT,2.16,-0.746,2.16
TMPO,0.19449999999999998,-0.7745,0.7745
TMPRSS2,0.7715000000000001,-1.823,1.823
TMPRSS4,0.405,-0.618,0.618
TMPRSS5,0.661,0.873,0.873
TMPRSS6,1.019,1.53,1.53
TMPRSS7,0.4175,0.15199999999999997,0.4175
TMPRSS9,0.176,-0.322,0.322
TMSB4X,-2.0420000000000003,-0.4375,2.0420000000000003
TMSB4Y,-0.8999999999999999,0.017500000000000016,0.8999999999999999
TMX2,1.4905,-0.05300000000000002,1.4905
TNFAIP9,-0.24,-1.639,1.639
TNFRSF13C,1.332,-1.015,1.332
TNFRSF6B,0.466,2.6319999999999997,2.6319999999999997
TNFSF12-TNFSF13,-0.42,-0.623,0.623
TNFSF5IP1,0.44,0.634,0.634
TNIP2,-0.067,-1.578,1.578
TNIP3,1.462,0.771,1.462
TNKS,-0.097,-1.008,1.008
TNKS1BP1,-1.319,2.654,2.654
TNKS2,-0.851,-0.945,0.945
TNMD,-1.048,0.822,1.048
TNN,0.106,0.623,0.623
TNNT3,0.893,-2.0845000000000002,2.0845000000000002
TNP1,0.6405000000000001,-1.153,1.153
TNP2,1.0105,1.089,1.089
TNPO2,-0.3055,-0.4055,0.4055
TNPO3,0.8029999999999999,1.3659999999999999,1.3659999999999999
TNRC15,-0.7565,2.3765,2.3765
TNRC4,-0.8595,-0.636,0.8595
TNRC5,1.037,0.5609999999999999,1.037
TNRC6,0.6075,0.472,0.6075
TNRC9,0.6950000000000001,-0.1585,0.6950000000000001
TNT,-0.917,-1.582,1.582
TOCA1,1.0375,1.4289999999999998,1.4289999999999998
TOE1,1.543,2.972,2.972
TOLLIP,1.837,3.0985,3.0985
TOM1L2,0.952,-0.078,0.952
TOMM20,-1.1925000000000001,0.6835,1.1925000000000001
TOMM22,1.115,0.8945,1.115
TOMM34,-0.6345000000000001,-0.16899999999999998,0.6345000000000001
TOMM40,-0.27149999999999996,0.1915,0.27149999999999996
TOMM7,1.0075,1.1025,1.1025
TOMM70A,1.7275,1.025,1.7275
TOR1B,-0.7265,-1.335,1.335
TOR2A,0.26849999999999996,-1.933,1.933
TOR3A,-0.445,-0.433,0.445
TORC2,-0.431,0.022,0.431
TORC3,1.384,0.885,1.384
TOX,-0.2875,1.474,1.474
TP53I5,-0.161,-0.113,0.161
TP53INP2,-0.473,0.778,0.778
TPARL,-0.4555,0.34600000000000003,0.4555
TPCN1,1.339,-1.475,1.475
TPH1,-0.163,-1.0415,1.0415
TPH2,0.141,0.167,0.167
TPM3,0.835,-0.7545,0.835
TPP2,0.7475,0.495,0.7475
TPRT,0.173,0.49499999999999994,0.49499999999999994
TPS1,0.954,2.441,2.441
TPSB1,-0.25899999999999995,0.22349999999999998,0.25899999999999995
TPSB2,-0.338,1.285,1.285
TPSD1,-0.7275,-1.0125,1.0125
TPSG1,-1.263,-0.2785,1.263
TPST1,0.9089999999999999,0.518,0.9089999999999999
TPST2,-0.0635,0.46799999999999997,0.46799999999999997
TPX2,2.936,3.398,3.398
TRA2A,2.2935,0.4975,2.2935
TRAF3IP1,0.37,0.21400000000000002,0.37
TRAF7,-0.472,-0.302,0.472
TRAG3,-0.6859999999999999,-0.079,0.6859999999999999
TRALPUSH,0.672,-0.388,0.672
TRAM1L1,-0.716,0.392,0.716
TRAM2,0.318,0.88,0.88
TRAPPC1,-2.127,-1.8685,2.127
TRAPPC3,-2.1189999999999998,-1.9249999999999998,2.1189999999999998
TRAPPC4,-0.3655,0.24300000000000002,0.3655
TRAPPC5,1.4995,0.8355,1.4995
TRAPPC6B,-1.331,-0.238,1.331
TRAR1,-0.483,-0.94,0.94
TRAR3,-0.839,-0.349,0.839
TRAR4,0.401,0.57,0.57
TRAR5,-0.604,0.936,0.936
TRDN,1.0035,2.034,2.034
TREH,0.2895,0.49,0.49
TREM4,0.116,0,0.116
TREML1,1.9775,0.8045000000000001,1.9775
TREML2,0.354,1.963,1.963
TRFP,-0.445,1.6945000000000001,1.6945000000000001
TRHDE,0.135,0.917,0.917
TRIF,-0.321,0.326,0.326
TRIK,0,-0.106,0.106
TRIM10,0.03,-0.3255,0.3255
TRIM11,0.744,0.695,0.744
TRIM14,1.136,0.5495,1.136
TRIM15,-0.614,-1.803,1.803
TRIM16,-0.309,-0.6805,0.6805
TRIM2,-1.1844999999999999,-0.1,1.1844999999999999
TRIM25,1.6150000000000002,0.397,1.6150000000000002
TRIM29,-0.6145,-0.7665,0.7665
TRIM3,-0.5705,0.043,0.5705
TRIM35,0.4155,-0.9555,0.9555
TRIM36,-0.3585,0.8955,0.8955
TRIM38,0.7755000000000001,-0.475,0.7755000000000001
TRIM39,0.387,-0.11400000000000002,0.387
TRIM4,0.826,0.816,0.826
TRIM40,-0.173,-0.128,0.173
TRIM41,0.88,-0.477,0.88
TRIM42,0.211,-1.173,1.173
TRIM43,-0.529,-0.268,0.529
TRIM44,-0.07450000000000001,-0.189,0.189
TRIM45,-0.936,-1.475,1.475
TRIM46,-0.982,-0.859,0.982
TRIM47,0.3655,-1.961,1.961
TRIM48,-0.835,-0.689,0.835
TRIM5,0.042,-0.966,0.966
TRIM50A,0.339,-0.515,0.515
TRIM50B,-0.396,-0.94,0.94
TRIM50C,-0.902,-2.263,2.263
TRIM51,-0.604,-0.489,0.604
TRIM52,0.264,0.382,0.382
TRIM54,-0.178,-1.661,1.661
TRIM55,-1.1055,-0.28600000000000003,1.1055
TRIM56,0.327,0.03,0.327
TRIM59,2.6305,0.7705,2.6305
TRIM6,-0.345,0.522,0.522
TRIM60,0.629,-0.502,0.629
TRIM61,0.142,1.124,1.124
TRIM67,1.658,0.842,1.658
TRIM6-TRIM34,-0.414,-0.296,0.414
TRIM7,0.247,-1.135,1.135
TRIM9,1.711,0.72,1.711
TRIT1,0.233,0.9944999999999999,0.9944999999999999
TRMT1,-1.171,1.2275,1.2275
TRPC4AP,-0.23500000000000001,-0.131,0.23500000000000001
TRUB1,0.397,1.883,1.883
TRUB2,0.9655,-1.124,1.124
TRY1,-0.905,-0.392,0.905
TSARG6,-0.323,-1,1
TSC,1.5910000000000002,0.40499999999999997,1.5910000000000002
TSCOT,0.45199999999999996,0.195,0.45199999999999996
TSFM,-0.23900000000000002,-0.6765,0.6765
TSGA10,1.774,2.058,2.058
TSGA13,-0.693,-1.05,1.05
TSGA14,1.392,-1.5,1.5
TSGA2,0,0.026,0.026
TSHB,-0.123,0.386,0.386
TSHR,0.061,-0.995,0.995
TSLP,0.673,0.027,0.673
TSLRP,0.4245,-1.0205,1.0205
TSN,0.706,0.5795,0.706
TSNAX,1.022,-0.6579999999999999,1.022
TSNAXIP1,-0.4845,-1.008,1.008
TSP50,-2.8325,-0.5885,2.8325
TSPAN-1,-2.831,-0.987,2.831
TSPAN-2,0.2435,-0.5509999999999999,0.5509999999999999
TSP-NY,1.203,-0.206,1.203
TSPY1,0.1395,0.02149999999999999,0.1395
TSPY2,1.282,2.572,2.572
TSPYL1,3.3789999999999996,-2.038,3.3789999999999996
TSPYL3,0.122,1.797,1.797
TSPYL4,-2.0685,0.4495,2.0685
TSRC1,0.626,0.7715000000000001,0.7715000000000001
TSTA3,1.556,1.1535,1.556
TTC1,0.37650000000000006,0.241,0.37650000000000006
TTC10,-0.6950000000000001,-1.3505,1.3505
TTC11,-0.46099999999999997,0.3755,0.46099999999999997
TTC12,0.1695,0.349,0.349
TTC13,0.355,1.679,1.679
TTC14,-0.259,0.955,0.955
TTC15,0.46199999999999997,0.392,0.46199999999999997
TTC16,-0.293,-1.366,1.366
TTC17,1.151,-0.0345,1.151
TTC18,0.757,2.693,2.693
TTC3,0.822,0.93,0.93
TTC5,1.93,0.056,1.93
TTC6,1.19,-0.6705,1.19
TTC7A,0.432,0.522,0.522
TTC7B,0.063,-0.052,0.063
TTC8,0.73,0.682,0.73
TTC9,-0.602,0.617,0.617
TTL,-0.004,-1.235,1.235
TTLL1,0.40149999999999997,0.46299999999999997,0.46299999999999997
TTLL2,-0.06,-0.143,0.143
TTLL3,-0.567,0.134,0.567
TTLL4,0.12099999999999994,2.409,2.409
TTS-2.2,-0.577,-0.928,0.928
TTY7,0.283,-0.119,0.283
TTYH1,-0.5549999999999999,0.08299999999999996,0.5549999999999999
TTYH2,0.885,0.079,0.885
TTYH3,0.026,0.672,0.672
TU12B1-TY,-1.437,0.313,1.437
TU3A,-1.001,-0.985,1.001
TUBA4,0.78,-1.802,1.802
TUBAL3,-1.392,0.807,1.392
TUBB8-PENDING,0.673,-1.057,1.057
TUBGCP5,0.124,0.196,0.196
TUBGCP6,0.1,1.067,1.067
TUFM,-0.384,0.661,0.661
TUFT1,3.006,6.534,6.534
TULP3,0.5635,-0.024500000000000008,0.5635
TULP4,0.022,-0.13,0.13
TUSC2,-1.5065,0.3645,1.5065
TUSC5,1.362,0,1.362
TUWD12,1.523,1.438,1.523
TWISTNB,0.486,0.948,0.948
TWSG1,0.15699999999999997,-2.194,2.194
TXN2,0.9195,0.315,0.9195
TXNDC,-0.755,0.023,0.755
TXNDC2,0.699,-0.271,0.699
TXNDC6,0.673,-1.054,1.054
TXNDC9,-1.1265,1.1604999999999999,1.1604999999999999
TXNIP,-0.13699999999999998,-0.41200000000000003,0.41200000000000003
TXNL1,0.5015000000000001,0.2025,0.5015000000000001
TXNL2,-0.308,-0.523,0.523
TXNL4,0.931,-0.038000000000000034,0.931
TXNL5,-0.005,0.045,0.045
TYSND1,-0.011,0.116,0.116
U1SNRNPBP,0.1215,0.796,0.796
U2AF1,2.061,2.767,2.767
U2AF1L1,-0.5660000000000001,-0.563,0.5660000000000001
U2AF1L2,-0.5445,-1.7934999999999999,1.7934999999999999
U2AF1L3,2.068,0.103,2.068
UACA,-1.745,-1.87,1.87
UAP1,1.1575,0.5855,1.1575
UAP1L1,0.55,-0.957,0.957
UBA2,0.1815,0.585,0.585
UBADC1,0.021000000000000005,2.1175,2.1175
UBE1DC1,3.816,0.69,3.816
UBE2E2,-0.037500000000000006,-1.0025,1.0025
UBE2NL,0.023,-1.118,1.118
UBP1,0.6455,0.5419999999999999,0.6455
UBQLN2,-0.191,0.19749999999999998,0.19749999999999998
UBTD1,1.336,0.19,1.336
UBXD1,0.985,0.582,0.985
UBXD2,-0.587,-0.3345,0.587
UBXD3,1.0625,0.679,1.0625
UBXD4,0.512,1.781,1.781
UCC1,0.35950000000000004,-0.026,0.35950000000000004
UCN2,0.055,0.337,0.337
UCN3,-0.252,-0.75,0.75
UFC1,-0.44599999999999995,0.22449999999999998,0.44599999999999995
UFM1,-0.5305,-0.535,0.535
UGCGL1,0.39149999999999996,-0.4835,0.4835
UGCGL2,-0.5525,-0.611,0.611
UGDH,0.09799999999999998,0.9405,0.9405
UGT1A10,-0.32,-2.3810000000000002,2.3810000000000002
UGT1A5,-0.8045,0.48,0.8045
UGT1A7,0.521,1.2614999999999998,1.2614999999999998
UGT2A1,1.2654999999999998,0.16349999999999998,1.2654999999999998
UGT2B10,0.022499999999999992,0.27999999999999997,0.27999999999999997
UGT2B11,-0.5515,-0.9450000000000001,0.9450000000000001
UGT2B17,-0.566,0.41350000000000003,0.566
UGT2B28,-0.17350000000000004,-0.6815,0.6815
UGT2B7,-0.05249999999999999,-0.891,0.891
UHSKERB,-0.055499999999999994,2.5605,2.5605
ULBP1,-0.235,-0.103,0.235
ULBP2,-1.046,-2.193,2.193
ULBP3,0.366,-1.431,1.431
UMOD,-0.5745,-0.189,0.5745
UNC13A,0.25649999999999995,0.6014999999999999,0.6014999999999999
UNC13C,0.596,0.116,0.596
UNC13D,1.255,1.545,1.545
UNC50,0.0835,0.3985,0.3985
UNC5A,0.35,-0.592,0.592
UNC5CL,-1.021,0.283,1.021
UNC5D,0.958,-0.609,0.958
UNC84A,-0.236,0.41400000000000003,0.41400000000000003
UNC84B,0.439,1.593,1.593
UNC93A,-0.6234999999999999,-0.0695,0.6234999999999999
UNC93B1,-0.177,-2.769,2.769
UNKL,2.133,3.394,3.394
UNQ1849,-0.214,-0.281,0.281
UNQ1912,0.702,-1.011,1.011
UNQ1940,0.633,0.461,0.633
UNQ2430,-0.828,-0.74,0.828
UNQ2446,0.21,0.489,0.489
UNQ2492,-0.142,-0.292,0.292
UNQ2541,0.721,-0.198,0.721
UNQ2754,0.184,-0.198,0.198
UNQ3030,1.023,0,1.023
UNQ3033,1.4689999999999999,3.5435,3.5435
UNQ3045,1.152,0.904,1.152
UNQ3112,-0.091,0.613,0.613
UNQ429,-0.069,1.05,1.05
UNQ430,1.791,1.917,1.917
UNQ467,0.618,0.191,0.618
UNQ470,1.367,0.581,1.367
UNQ473,-0.563,-0.838,0.838
UNQ483,-0.091,1.091,1.091
UNQ541,2.561,0.182,2.561
UNQ564,1.1415,0.2965,1.1415
UNQ5782,1.3565,-0.5125,1.3565
UNQ5783,0.246,-0.492,0.492
UNQ5792,-0.22149999999999997,-0.1055,0.22149999999999997
UNQ5810,-0.227,0.2,0.227
UNQ5830,0.597,-0.656,0.656
UNQ6122,-0.272,0.824,0.824
UNQ6369,1.6,1.298,1.6
UNQ6411,1.8235000000000001,0.17450000000000002,1.8235000000000001
UNQ644,0.632,-1.629,1.629
UNQ6469,0.998,0.379,0.998
UNQ689,-0.889,0.208,0.889
UNQ698,1.117,1.057,1.117
UNQ739,-0.396,1.301,1.301
UNQ8193,-1.811,-1.278,1.811
UNQ827,0.8734999999999999,1.9275000000000002,1.9275000000000002
UNQ830,0.0245,0.988,0.988
UNQ846,0.892,-0.404,0.892
UNQ9217,-0.246,0.436,0.436
UNQ9341,-0.458,-0.136,0.458
UNQ9356,0.589,0,0.589
UNQ9366,0.29,2.081,2.081
UNQ9370,2.451,2.736,2.736
UNQ9372,-0.33,-0.538,0.538
UNQ9373,0.022,-1.318,1.318
UNQ9391,-0.435,0.139,0.435
UNQ9433,-0.617,-0.629,0.629
UNQ9438,1.684,1.48,1.684
UPB1,-1.924,-0.8674999999999999,1.924
UPF2,0.276,1.3645,1.3645
UPF3A,-0.24,-0.357,0.357
UPF3B,0.607,1.562,1.562
UPK1A,-0.14650000000000002,0.38549999999999995,0.38549999999999995
UPK1B,-2.8855,-0.9085,2.8855
UPK2,-0.062,-0.28150000000000003,0.28150000000000003
UPK3A,0.2475,1.8365,1.8365
UPK3B,0.853,-0.622,0.853
UPLC1,1.052,1.424,1.424
UPP2,-0.273,-0.337,0.337
URB,-0.042,-3.243,3.243
URG4,-0.7495,-0.7825,0.7825
URP,-0.073,-0.25,0.25
URP2,0.549,0.528,0.549
USH1G,0.022,-0.542,0.542
USHBP1,0.776,0.295,0.776
USMG5,-0.003,0.084,0.084
USP27X,0.446,1.527,1.527
USP32,-0.655,0.537,0.655
USP34,0.217,-0.5175,0.5175
USP39,-0.449,-0.899,0.899
USP40,-0.5700000000000001,-0.6045,0.6045
USP41,0.2725,1.3955,1.3955
USP43,0.058,0.751,0.751
USP45,0.425,0.107,0.425
USP47,0.109,-0.438,0.438
USP48,-0.172,1.034,1.034
USP49,-0.243,1.137,1.137
USP50,-0.609,0.026,0.609
USP51,-0.063,-1.05,1.05
USP53,0.40599999999999997,0.6845,0.6845
USP54,1.597,2.47,2.47
USP6NL,0.179,-0.675,0.675
UST,0.566,-0.438,0.566
UTP14A,0.134,-0.1005,0.134
UTP14C,-1.685,-0.1755,1.685
UTS2,0.3444999999999999,0.0040000000000000036,0.3444999999999999
UTX,-0.4275,-2.0985,2.0985
UTY,-1.0455,-0.5369999999999999,1.0455
UXS1,-0.272,0.621,0.621
UXT,1.123,0.1265,1.123
VAMP1,1,0.654,1
VAMP2,0.1965,-0.8130000000000001,0.8130000000000001
VAMP3,0.5015000000000001,0.062,0.5015000000000001
VAMP4,-0.5535,-0.395,0.5535
VAMP5,0.41100000000000003,-0.4475,0.4475
VANGL1,-0.569,-0.293,0.569
VANGL2,-0.352,0.691,0.691
VAPA,1.178,0.8895000000000001,1.178
VAPB,-0.5015000000000001,-1.62,1.62
VARS2,0.006500000000000006,-0.1325,0.1325
VARS2L,-0.293,0.581,0.581
VASP,0.5,-0.613,0.613
VAT1,0.5435,1.3795000000000002,1.3795000000000002
VAX1,-0.0535,1.0535,1.0535
VCIP135,-0.012,1.636,1.636
VCP,-0.08649999999999997,0.735,0.735
VCX2,0.1555,-0.9365,0.9365
VCX3,0.542,-1.167,1.167
VCX-C,1.811,-0.554,1.811
VCY,0.0555,0.07350000000000001,0.07350000000000001
VDAC1,-1.5965,-0.6065,1.5965
VDAC2,0.73,1.903,1.903
VDAC3,-0.08099999999999999,1.0005,1.0005
VDP,-0.1255,-1.14,1.14
VEST1,0.211,-0.529,0.529
VEZATIN,1.9215,0.947,1.9215
VGCNL1,-0.93,-0.216,0.93
VGLL1,-0.010999999999999982,-0.0025000000000000005,0.010999999999999982
VGLL2,-0.12649999999999997,-0.043000000000000003,0.12649999999999997
VGLL4,-0.7414999999999999,1.4175,1.4175
VHLL,0.383,0.254,0.383
VIAAT,-1.3,-0.231,1.3
VIK,0.519,0.9,0.9
VILL,-0.213,0.344,0.344
VIP,-0.068,0.246,0.246
VIPR1,-0.374,0.135,0.374
VIPR2,1.672,0.707,1.672
VIT,-0.7645,-0.8015,0.8015
VKORC1,-0.397,-0.9950000000000001,0.9950000000000001
VKORC1L1,1.77,1.282,1.77
VMD2L1,-0.3325,0.04349999999999998,0.3325
VMD2L2,-0.952,-0.723,0.952
VMD2L3,-0.187,-0.51,0.51
VMP,0.921,0.051,0.921
VMP1,-0.251,0.56,0.56
VN1R1,1.4005,0.09399999999999997,1.4005
VN1R2,0.776,-0.96,0.96
VN1R3,0.761,-0.2115,0.761
VN1R4,1.4605000000000001,0.7215,1.4605000000000001
VN1R5,-0.413,-1.421,1.421
VNN3,-0.053,-2.598,2.598
VPS11,1.317,1.2185,1.317
VPS13C,-0.007999999999999993,1.015,1.015
VPS13D,-0.633,-0.5730000000000001,0.633
VPS16,1.861,0.835,1.861
VPS18,-1.422,-1.501,1.501
VPS24,0.5785,0.3115,0.5785
VPS26,0.1275,0.241,0.241
VPS28,2.58,-0.4555,2.58
VPS29,-1.2875,-2.0535,2.0535
VPS33A,0,-0.332,0.332
VPS33B,-1.7349999999999999,-0.131,1.7349999999999999
VPS35,-0.553,-0.365,0.553
VPS39,-1.944,-0.10750000000000001,1.944
VPS41,-0.74,-1.52,1.52
VPS45A,0.6365000000000001,1.479,1.479
VPS4A,-3.5225,-0.616,3.5225
VPS4B,2.143,1.835,2.143
VPS54,-0.2465,-1.4755,1.4755
VTI1A,-0.778,-0.184,0.778
VTI1B,0.47200000000000003,-1.23,1.23
WAC,-0.728,-1.3559999999999999,1.3559999999999999
WARP,0.772,3.179,3.179
WARS2,0.0305,-0.1385,0.1385
WBP1,-0.3460000000000001,-1.379,1.379
WBP11,-1.25,-0.415,1.25
WBP4,0.5579999999999999,-0.39699999999999996,0.5579999999999999
WBP5,0.6685000000000001,-1.685,1.685
WBSCR16,-0.543,0.983,0.983
WBSCR17,-0.242,-1.606,1.606
WBSCR18,-0.004,1.028,1.028
WBSCR19,0.051,-0.212,0.212
WBSCR20B,1.887,-1.02,1.887
WBSCR20C,-0.57,0.272,0.57
WBSCR22,1.136,0.787,1.136
WBSCR23,0.498,-0.209,0.498
WBSCR24,0.349,0.062,0.349
WBSCR27,0.239,-0.724,0.724
WBSCR28,0.825,0,0.825
WBSCR5,2.018,-0.0675,2.018
WDFY1,-0.31,-0.849,0.849
WDFY2,-0.746,-0.896,0.896
WDFY3,-1.1355,0.6015,1.1355
WDHD1,-0.020500000000000004,0.7010000000000001,0.7010000000000001
WDR17,0.475,-0.472,0.475
WDR18,0.6209999999999999,1.284,1.284
WDR20,-0.492,-1.366,1.366
WDR21,1.2005000000000001,0.7445,1.2005000000000001
WDR22,-0.611,0.0895,0.611
WDR23,-1.061,-1.475,1.475
WDR26,0.995,-1.6235,1.6235
WDR31,0.553,0.952,0.952
WDR33,-0.16,-1.309,1.309
WDR34,-0.565,-0.217,0.565
WDR35,-1.0030000000000001,-0.6515,1.0030000000000001
WDR36,0.28300000000000003,0.314,0.314
WDR37,1.2774999999999999,1.6215000000000002,1.6215000000000002
WDR40A,-0.08049999999999996,0.831,0.831
WDR40B,-3.29,-1.531,3.29
WDR59,0.28,1.257,1.257
WDR5B,0.776,0.842,0.842
WDRX1,2.2885,1.1115,2.2885
WDTC1,-0.035500000000000004,-0.5740000000000001,0.5740000000000001
WFDC10A,0.391,-1.162,1.162
WFDC10B,1.006,1.325,1.325
WFDC11,0.152,0.645,0.645
WFDC12,0.418,1.199,1.199
WFDC13,-0.122,0.704,0.704
WFDC2,-1.905,-1.4020000000000001,1.905
WFDC3,-0.912,-0.115,0.912
WFDC5,-0.341,-0.651,0.651
WFDC6,0.455,1.453,1.453
WFDC8,0.219,0.89,0.89
WFDC9,-0.319,0.072,0.319
WFIKKN,0.303,-0.057,0.303
WFIKKNRP,-0.236,0.246,0.246
WINS1,-1.245,2.311,2.311
WIRE,0.2995,0.9345,0.9345
WIZ,-0.02,0.316,0.316
WRB,-1.226,-0.2985,1.226
WRNIP1,0.694,-0.7010000000000001,0.7010000000000001
WSB1,0.1095,-0.3985,0.3985
WSB2,-0.4975,-0.0335,0.4975
XAB1,-0.6759999999999999,-0.07899999999999999,0.6759999999999999
XAGE-5,0.623,0.026,0.623
XCR1,-0.205,-0.753,0.753
XKRX,1.6044999999999998,-0.1145,1.6044999999999998
XKRY,-0.516,-0.496,0.516
XKRY2,-0.71,-0.553,0.71
XLKD1,-0.0495,-0.33599999999999997,0.33599999999999997
XPO4,0.127,-1.811,1.811
XPO5,-0.6775,0.2155,0.6775
XPO6,-0.7885,-1.189,1.189
XPO7,-1.2345,0.1375,1.2345
XPR1,0,-0.503,0.503
XRN2,0.9565,-0.989,0.989
